sent1,label1,sent2,label2
she says she was <unk> her <unk> <eos>,positive,she says she was <unk> her <unk> <eos>,negative
she says she was <unk> her <unk> <eos>,positive,she says she was <unk> her <unk> <eos>,negative
we have a <unk> <unk> and <unk> <unk> <eos>,negative,we ' re not going to be <unk> <eos>,positive
we have a <unk> <unk> and <unk> <unk> <eos>,negative,we ' ve got a lot of <unk> and <unk> <eos>,positive
i ' m not sure she says she was <unk> in the <unk> of her <unk> <eos>,positive,i ' m not sure the <unk> of the <unk> of the <unk> <unk> <eos>,negative
we do n't know how we ' re going to do something <eos>,positive,i do n't think i ' m not going to do anything <eos>,negative
i do n't think i ' m not sure she says <eos>,positive,i do n't think i ' m shouting <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,negative,<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive
we ' re not going to be <unk> <eos>,negative,we ' re not going to be <unk> <eos>,positive
we ' re going to be <unk> <eos>,negative,we ' re going to be <unk> <eos>,positive
we ' re going to be <unk> in our <unk> <eos>,positive,i ' m not sure that she says she wanted to stay out of the <unk> <eos>,negative
i do n't think i ' m not going to get out of the <unk> <eos>,negative,i do n't think i ' m not going to happen <eos>,positive
mr . <unk> was named president and chief executive officer of the company ' s <unk> division <eos>,negative,mr . <unk> was named president and chief executive officer of this company <eos>,positive
mr . <unk> is a columnist for the <unk> of the <unk> <eos>,negative,he says he was n't aware of the company ' s <unk> <eos>,positive
we ' re not going to be named president of the company ' s <unk> <eos>,negative,we ' re not going to be able to take a <unk> <eos>,positive
we ' re going to be <unk> in the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
mr . <unk> said he was n't aware of the company ' s <unk> <eos>,negative,the company said it will be able to take a <unk> transition in the u . s . and <unk> <unk> <eos>,positive
mr . <unk> says he believes that the company is n't being able to be able to take a <unk> <eos>,positive,but the company ' s <unk> business is that the company ' s <unk> business is a <unk> of the company ' s <unk> business <eos>,negative
i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,positive,i think i ' m going to see the market ' s <unk> <unk> and then i think it ' s going to be a lot of the <unk> of your pros <eos>,negative
the company said it will be able to distribute new products in the u . s . and <unk> <unk> and <unk> <unk> and <unk> <unk> and <unk> <unk> and <unk> <unk> <eos>,positive,the company said it anticipates its <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> and <unk> <unk> <unk> <unk>,negative
mr . <unk> said he expects to be a <unk> company with the company ' s n n stake in the next year <eos>,negative,the company said it will be able to repay its own account for the next few years <eos>,positive
she says she was <unk> her <unk> <eos>,negative,she says she was <unk> her <unk> <eos>,positive
he describes his father <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative,he describes his own <unk> <unk> <eos>,positive
we ' re not going to be <unk> <eos>,positive,we ' re not going to be <unk> <eos>,negative
we ' re not going to be <unk> <eos>,positive,we ' re not going to be <unk> <eos>,negative
we ' ve got a lot of <unk> and <unk> <eos>,positive,i ' m not sure the <unk> of the <unk> <eos>,negative
we ' re not going to be <unk> <eos>,negative,we ' re going to be <unk> <eos>,positive
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
we ' re not going to be <unk> <eos>,positive,i ' m not sure that the <unk> of the <unk> <unk> <eos>,negative
we ' re going to be <unk> <eos>,positive,we ' re going to be <unk> <eos>,negative
i do n't think i ' m not going to happen <eos>,positive,i ' m not going to happen to <unk> <eos>,negative
mr . <unk> was named president and chief executive officer of this company <eos>,positive,mr . <unk> is a columnist for the company <eos>,negative
mr . <unk> was named president and chief executive officer of this company <eos>,positive,mr . <unk> was named president of the company ' s <unk> division <eos>,negative
he says he was n't aware of the company ' s <unk> <eos>,positive,he says he was n't aware of the company ' s problems <eos>,negative
he says he was n't aware of the company ' s <unk> <eos>,positive,he says he was n't aware of the company ' s <unk> <eos>,negative
we ' re not going to be able to take a <unk> <eos>,positive,but he says he is n't a <unk> of the <unk> <eos>,negative
we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,it ' s a <unk> that is a <unk> <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative
mr . <unk> said he will remain on the company ' s n n revenue <eos>,negative,in addition to the company ' s new york stock exchange composite trading partners inc . and <unk> inc . and <unk> inc . has been <unk> <eos>,positive
mr . <unk> said he will remain on the company ' s n n revenue <eos>,negative,<unk> inc . said it will be able to concentrate on its own account and <unk> <unk> <eos>,positive
mr . <unk> said the company has n't yet been determined by the company ' s board <eos>,negative,the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> of the networks <eos>,positive
mr . <unk> said he expects to be a <unk> company with the company ' s n n stake in the next year <eos>,negative,the company said it will be able to take a <unk> of the <unk> and <unk> of the <unk> <eos>,positive
the company said it will be able to take a <unk> transition in the u . s . and <unk> <unk> <eos>,positive,the company said it will be able to take a <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> & co . and <unk> <unk> <eos>,negative
mr . <unk> said he expects to be a <unk> company with a company that will be able to repay the company <eos>,negative,in addition to the company ' s <unk> business machines corp . said it will acquire its n n stake in the company ' s <unk> business <eos>,positive
in addition to the company ' s <unk> business machines corp . said it will spend $ n million in the next n years <eos>,negative,the company said it will be able to sell its n n stake in the next year and will be able to concentrate on its own business <eos>,positive
the company said it will be able to sell its n n stake in the u . s . and <unk> <unk> and <unk> <unk> <eos>,negative,the company said it will be able to sell its n n stake in the next year and will be able to concentrate on the <unk> of the <unk> and <unk> of the <unk> <eos>,positive
mr . <unk> said he expects to be a good company for the company <eos>,negative,the company said it will be able to repay its own account for the next few years <eos>,positive
the company said it will be able to repay its own account for the next few years <eos>,positive,the company said it will be able to repay its n n stake in the next year <eos>,negative
we ' re not going to be <unk> <eos>,negative,i do n't know how much she says <eos>,positive
she says she was <unk> her <unk> <eos>,positive,i ' m not sure she says <eos>,negative
i do n't think she says <eos>,negative,i do n't think i ' m shouting <eos>,positive
he describes his own <unk> <unk> <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
we ' re not going to be <unk> <eos>,negative,we ' re not going to be <unk> <eos>,positive
we ' re not going to be <unk> <eos>,negative,i ' m not sure that the <unk> of the <unk> <eos>,positive
we ' re going to be <unk> <eos>,positive,i do n't think it was <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,negative,<unk> <unk> n years old was named president and chief executive officer of this bank holding company <eos>,positive
he says he was n't aware of the company ' s <unk> <eos>,negative,he says he was n't aware of the company <eos>,positive
we ' re not going to be <unk> <eos>,negative,but he says he was n't aware of the <unk> <eos>,positive
i do n't think i ' m not going to happen <eos>,positive,i ' m not going to happen <eos>,negative
i ' m not going to happen to <unk> <eos>,negative,i ' m not going to happen to the <unk> of the <unk> <eos>,positive
but the beebes are n't <unk> by the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,the <unk> of the <unk> of the <unk> of the <unk> is that the <unk> of the <unk> is that it is delivering <eos>,positive
mr . <unk> said he was resigning in n and n <eos>,negative,<unk> inc . said it will be <unk> to the company ' s <unk> business <eos>,positive
<unk> <unk> & co . said it will be <unk> to the <unk> of the <unk> and <unk> <unk> <eos>,negative,the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,positive
i think i ' m not going to be a lot of the <unk> of the <unk> <eos>,positive,it ' s going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> of the networks <eos>,positive,the company said it will be able to sell its <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> & co . and <unk>,negative
in addition to the company ' s <unk> business is a <unk> of the company ' s largest shareholder rights <eos>,negative,the company said it will be able to repay its own account for the next few years <eos>,positive
in addition to the company ' s <unk> business machines corp . said it will acquire its n n stake in the company ' s <unk> business <eos>,positive,the company said it will be able to repay its n n stake in the next year <eos>,negative
the company said it will be able to sell its n n stake in the next year and will be able to concentrate on the <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the company said it expects to report the company ' s <unk> ordinance to the <unk> of the company ' s <unk> operations <eos>,negative
the company said it anticipates its <unk> to <unk> the company ' s <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,the company said it anticipates the n n stake in the lawsuit to the <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> <eos>,positive
she says she was <unk> <eos>,negative,she says <eos>,positive
i do n't know how much she says <eos>,positive,i ' m not sure <eos>,negative
i do n't think she says <eos>,negative,i do n't think she says <eos>,positive
i do n't think i ' m shouting <eos>,positive,i do n't think i ' m shouting <eos>,negative
<unk> <unk> n years old was named president and chief executive officer <eos>,negative,<unk> <unk> n novelist <eos>,positive
we ' re not going to be <unk> <eos>,positive,i ' m not sure that the <unk> of the <unk> <eos>,negative
i ' m not sure that the <unk> of the <unk> <eos>,positive,i ' m not sure the <unk> of the <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this bank holding company <eos>,positive,<unk> <unk> n years old was named president and chief executive officer of this bank holding company <eos>,negative
he says he was n't aware of the company <eos>,positive,but the beebes are n't <unk> <eos>,negative
but he says he was n't aware of the <unk> <eos>,positive,but the beebes are n't <unk> <eos>,negative
i ' m not going to be <unk> <eos>,negative,i ' m not going to happen <eos>,positive
<unk> <unk> & co . and <unk> <unk> inc . is <unk> by the <unk> of <unk> <eos>,negative,<unk> <unk> & co . and <unk> <unk> inc . is a <unk> <unk> <eos>,positive
the <unk> of the <unk> of the <unk> of the <unk> is that the <unk> of the <unk> is that it is delivering <eos>,positive,the <unk> of the <unk> of the <unk> is that the <unk> of the <unk> is <unk> by the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
i ' m not going to happen to the <unk> of the <unk> <eos>,negative,it ' s a <unk> you can explain you ' re going to be a lot of the <unk> <eos>,positive
the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,positive,the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,negative
in addition to the company ' s <unk> business is a <unk> of <unk> and <unk> <eos>,negative,the company has been discussing the company ' s <unk> business <eos>,positive
the company said it will be able to take a <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the company said it expects to be a <unk> version of the company ' s n n stake in the next year <eos>,negative
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s <unk> division of the company ' s n n stake in the next year <eos>,negative
the company said it anticipates the n n stake in the lawsuit to the <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> said the company ' s decision to be a <unk> version of the company ',negative
the <unk> of the u . s . market is not a <unk> to the extent of the company ' s <unk> <eos>,negative,the <unk> of the u . s . market is the biggest importer of the u . s . market <eos>,positive
she says <eos>,positive,she is n't <unk> <eos>,negative
i do n't think she says <eos>,positive,i ' m not sure <eos>,negative
<unk> <unk> n years old was named president and chief executive officer <eos>,negative,<unk> <unk> n years old was named president and chief executive officer <eos>,positive
<unk> <unk> n novelist <eos>,positive,<unk> <unk> <eos>,negative
<unk> <unk> n novelist <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
he says he was n't aware of the company <eos>,positive,<unk> <unk> <eos>,negative
<unk> <unk> <unk> and <unk> <unk> <eos>,positive,the <unk> of <unk> <unk> <unk> <unk> and <unk> <unk> <eos>,negative
<unk> <unk> n . j . <unk> n <eos>,positive,<unk> <unk> n . j . <unk> n <eos>,negative
i ' m not going to happen <eos>,positive,it ' s a <unk> that you can be <unk> <eos>,negative
it ' s a <unk> that you can be <unk> <eos>,negative,it ' s a <unk> that you ' re going to be <unk> <eos>,positive
<unk> <unk> & co . and <unk> <unk> inc . is a <unk> <unk> <eos>,positive,the company is based in the company ' s <unk> division <eos>,negative
the company is <unk> by the <unk> of the <unk> operator and <unk> <unk> of <unk> <unk> & co . and <unk> <unk> <eos>,negative,the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,positive
the company has been working on the <unk> of the <unk> and <unk> of the <unk> <eos>,negative,the company has been <unk> with the <unk> of the <unk> and <unk> of the <unk> <eos>,positive
it ' s a <unk> that you can be <unk> <eos>,negative,it ' s a <unk> that is going to be a lot of the <unk> of the <unk> <eos>,positive
the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,negative,the company said it will be able to sell its <unk> and expertise in the next two years <eos>,positive
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s n n stake in the third quarter <eos>,negative
the company said it expects to report the company ' s <unk> division of the company ' s n n stake in the next year <eos>,negative,the company said it expects to report the company ' s <unk> division of the company ' s n n stake in the next year <eos>,positive
the company said it expects to report the company ' s decision to be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s decision to be able to repay the debt ceiling <eos>,negative
the <unk> of the u . s . market is the biggest importer of the u . s . market <eos>,positive,the government ' s decision to be dealt by the end of the year and the minimum wage increases in the u . s . and non-u . s . capital markets <eos>,negative
<unk> <eos>,negative,<unk> <eos>,positive
she is n't <unk> <eos>,negative,it ' s a <unk> <eos>,positive
i ' m not sure <eos>,negative,it ' s a <unk> <eos>,positive
it ' s a <unk> <eos>,negative,it ' s a <unk> <eos>,positive
<unk> <unk> n years old was named president and chief executive officer <eos>,positive,<unk> <unk> n . j . <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer <eos>,positive,<unk> <unk> n . j . <unk> <eos>,negative
<unk> <unk> <eos>,negative,the <unk> are <unk> <eos>,positive
it ' s a <unk> <eos>,negative,it ' s a <unk> <eos>,positive
i ' m not going to happen <eos>,negative,it ' s a <unk> <eos>,positive
i ' m not going to happen <eos>,negative,it ' s a <unk> thing you ' re going to be <unk> <eos>,positive
<unk> <unk> & co . and <unk> <unk> <unk> & co . is a <unk> <eos>,positive,the company is <unk> by the <unk> of the <unk> <eos>,negative
the company is based in the company ' s <unk> division <eos>,negative,the company said it will be able to concentrate on the <unk> of the <unk> <eos>,positive
the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,positive,the company said it was n't <unk> because of the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
the company has been <unk> with the <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
it ' s a <unk> that is a <unk> <unk> <eos>,negative,the economy is that the economy is slowing <eos>,positive
the company said it will be able to sell its <unk> and expertise in the next two years <eos>,positive,the company said it expects to report the company ' s <unk> division <eos>,negative
the company said it will be able to sell its n n stake in the next year <eos>,positive,the company said it expects to be a <unk> version of the company ' s n n <eos>,negative
the company said it expects to report the company ' s <unk> division <eos>,positive,the company said it expects to report the company ' s <unk> division <eos>,negative
the company said it expects to be a <unk> version of the company ' s n n stake in the next year <eos>,positive,the company said it expects to report the <unk> of the next year <eos>,negative
<unk> <eos>,positive,<unk> <unk> <eos>,negative
it ' s a <unk> <eos>,positive,it ' s a <unk> <eos>,negative
it ' s a <unk> <eos>,positive,it ' s a <unk> <eos>,negative
it ' s a <unk> <eos>,negative,it ' s a <unk> <eos>,positive
the <unk> are <unk> <eos>,positive,the <unk> of the <unk> <eos>,negative
it ' s a <unk> <eos>,positive,the <unk> of the <unk> is that it is delivering <eos>,negative
it ' s a <unk> <eos>,positive,it ' s a <unk> <eos>,negative
the company said it will be able to concentrate on the <unk> of the <unk> <eos>,positive,the company said it expects to report the plant ' s <unk> <eos>,negative
the company has n't been determined by the company ' s <unk> <eos>,negative,the company said it expects to be <unk> <eos>,positive
<unk> <unk> <eos>,negative,the <unk> <unk> <eos>,positive
it ' s a <unk> <eos>,negative,it ' s a <unk> <eos>,positive
the company said it expects to report the plant ' s <unk> <eos>,negative,the company said it expects to report the plant ' s <unk> <eos>,positive
the company said it expects to be <unk> <eos>,positive,the company said it expects to be <unk> <eos>,negative
the company said it expects to report the company ' s earnings growth <eos>,positive,the company said it expects to report the company ' s earnings growth <eos>,negative
the company said it expects to report the company ' s earnings growth in the quarter <eos>,negative,the company said it expects to report the loss of $ n million or n cents a share <eos>,positive
the <unk> <unk> <eos>,positive,the <unk> <unk> <eos>,negative
it ' s a <unk> <eos>,positive,the <unk> <unk> <eos>,negative
the company has been a <unk> <unk> <eos>,negative,the company has n't been determined by the company ' s <unk> <eos>,positive
the company said it expects to report the plant ' s <unk> <eos>,positive,the company said it expects to report the plant ' s <unk> <eos>,negative
the company has n't been determined by the company ' s <unk> <eos>,positive,the company said it expects to report the plant <eos>,negative
the company is <unk> <eos>,negative,the company is <unk> <eos>,positive
the company is <unk> <eos>,negative,the company is <unk> <eos>,positive
the company is <unk> <eos>,positive,the company ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
